state,county,year,metric_type,diabetes_prevalence,poverty_population,FIPS
Missouri,"New Madrid County, Missouri",2019,Number,2029.0,17160.0,29143
Missouri,"Ralls County, Missouri",2019,Number,2029.0,10095.0,29173
Montana,"Custer County, Montana",2019,Number,557.0,11337.0,30017
Montana,"Powder River County, Montana",2019,Number,557.0,1567.0,30075
Montana,"Roosevelt County, Montana",2019,Number,557.0,10847.0,30085
Montana,"Liberty County, Montana",2019,Number,557.0,2330.0,30051
Montana,"Richland County, Montana",2019,Number,557.0,11145.0,30083
Montana,"Toole County, Montana",2019,Number,557.0,4219.0,30101
Montana,"Daniels County, Montana",2019,Number,557.0,1706.0,30019
Montana,"Judith Basin County, Montana",2019,Number,557.0,1954.0,30045
Montana,"Deer Lodge County, Montana",2019,Number,557.0,8528.0,30023
Montana,"Mccone County, Montana",2019,Number,557.0,1745.0,30055
Montana,"Rosebud County, Montana",2019,Number,557.0,9024.0,30087
Montana,"Dawson County, Montana",2019,Number,557.0,8496.0,30021
Montana,"Broadwater County, Montana",2019,Number,557.0,5897.0,30007
Montana,"Phillips County, Montana",2019,Number,557.0,4021.0,30071
Nebraska,"Blaine County, Nebraska",2021,Crude Prevalence,9.6,477.0,31009
Nebraska,"Deuel County, Nebraska",2021,Crude Prevalence,9.6,1812.0,31049
Nebraska,"Logan County, Nebraska",2021,Crude Prevalence,9.6,918.0,31113
Nebraska,"Thayer County, Nebraska",2021,Crude Prevalence,9.6,4880.0,31169
Nebraska,"Adams County, Nebraska",2021,Crude Prevalence,9.6,29968.0,31001
Nebraska,"Boone County, Nebraska",2021,Crude Prevalence,9.6,5171.0,31011
Louisiana,"St. Martin Parish, Louisiana",2019,Number,32.0,52970.0,22099
Louisiana,"Vernon Parish, Louisiana",2019,Number,32.0,47327.0,22115
Louisiana,"Winn Parish, Louisiana",2019,Number,32.0,12411.0,22127
Louisiana,"East Baton Rouge Parish, Louisiana",2019,Number,32.0,434564.0,22033
Louisiana,"Sabine Parish, Louisiana",2019,Number,32.0,23587.0,22085
Louisiana,"Allen Parish, Louisiana",2019,Number,32.0,21022.0,22003
Louisiana,"Madison Parish, Louisiana",2019,Number,32.0,9350.0,22065
Louisiana,"Jefferson Davis Parish, Louisiana",2019,Number,32.0,30893.0,22053
Louisiana,"St. James Parish, Louisiana",2019,Number,32.0,21097.0,22093
Louisiana,"Grant Parish, Louisiana",2019,Number,32.0,19110.0,22043
Louisiana,"West Feliciana Parish, Louisiana",2019,Number,32.0,12102.0,22125
Louisiana,"Jefferson Parish, Louisiana",2019,Number,32.0,431013.0,22051
Alabama,"Monroe County, Alabama",2019,Crude Prevalence,6.8,21004.0,1099
Alabama,"Lawrence County, Alabama",2019,Crude Prevalence,6.8,32753.0,1079
Alabama,"Lee County, Alabama",2019,Crude Prevalence,6.8,155265.0,1081
Alabama,"Marion County, Alabama",2019,Crude Prevalence,6.8,29386.0,1093
Alabama,"Pickens County, Alabama",2019,Crude Prevalence,6.8,18506.0,1107
Alabama,"Sumter County, Alabama",2019,Crude Prevalence,6.8,11907.0,1119
Alabama,"Jefferson County, Alabama",2019,Crude Prevalence,6.8,645406.0,1073
Alabama,"Choctaw County, Alabama",2019,Crude Prevalence,6.8,12712.0,1023
Alabama,"Franklin County, Alabama",2019,Crude Prevalence,6.8,30947.0,1059
Alabama,"Marengo County, Alabama",2019,Crude Prevalence,6.8,19056.0,1091
Alabama,"Russell County, Alabama",2019,Crude Prevalence,6.8,56885.0,1113
Alabama,"Cherokee County, Alabama",2019,Crude Prevalence,6.8,25571.0,1019
Alabama,"Covington County, Alabama",2019,Crude Prevalence,6.8,36348.0,1039
Alabama,"Crenshaw County, Alabama",2019,Crude Prevalence,6.8,13623.0,1041
Alabama,"Dallas County, Alabama",2019,Crude Prevalence,6.8,38546.0,1047
Alabama,"Lauderdale County, Alabama",2019,Crude Prevalence,6.8,90346.0,1077
Alabama,"Lowndes County, Alabama",2019,Crude Prevalence,6.8,9936.0,1085
Alabama,"Macon County, Alabama",2019,Crude Prevalence,6.8,16359.0,1087
Alabama,"Limestone County, Alabama",2019,Crude Prevalence,6.8,91626.0,1083
Alabama,"Shelby County, Alabama",2019,Crude Prevalence,6.8,210328.0,1117
Alabama,"Winston County, Alabama",2019,Crude Prevalence,6.8,23406.0,1133
Alabama,"Baldwin County, Alabama",2019,Crude Prevalence,6.8,209618.0,1003
Alabama,"Elmore County, Alabama",2019,Crude Prevalence,6.8,76637.0,1051
Alabama,"Jackson County, Alabama",2019,Crude Prevalence,6.8,51312.0,1071
Alabama,"Talladega County, Alabama",2019,Crude Prevalence,6.8,76886.0,1121
Alabama,"Washington County, Alabama",2019,Crude Prevalence,6.8,16342.0,1129
Alabama,"Clay County, Alabama",2019,Crude Prevalence,6.8,13049.0,1027
Alabama,"Morgan County, Alabama",2019,Crude Prevalence,6.8,117005.0,1103
Alabama,"Pike County, Alabama",2019,Crude Prevalence,6.8,31521.0,1109
Alabama,"Colbert County, Alabama",2019,Crude Prevalence,6.8,54248.0,1033
Alabama,"Dale County, Alabama",2019,Crude Prevalence,6.8,47739.0,1045
Alabama,"Hale County, Alabama",2019,Crude Prevalence,6.8,14565.0,1065
Alabama,"Dekalb County, Alabama",2019,Crude Prevalence,6.8,70355.0,1049
Alabama,"Escambia County, Alabama",2019,Crude Prevalence,6.8,34089.0,1053
Alabama,"Randolph County, Alabama",2019,Crude Prevalence,6.8,22139.0,1111
Alabama,"Mobile County, Alabama",2019,Crude Prevalence,6.8,406137.0,1097
Alabama,"Perry County, Alabama",2019,Crude Prevalence,6.8,8468.0,1105
Alabama,"Cleburne County, Alabama",2019,Crude Prevalence,6.8,14644.0,1029
Alabama,"Conecuh County, Alabama",2019,Crude Prevalence,6.8,12283.0,1035
Alabama,"Barbour County, Alabama",2019,Crude Prevalence,6.8,22417.0,1005
Alabama,"Bibb County, Alabama",2019,Crude Prevalence,6.8,20632.0,1007
Alabama,"Calhoun County, Alabama",2019,Crude Prevalence,6.8,111542.0,1015
Alabama,"Clarke County, Alabama",2019,Crude Prevalence,6.8,23628.0,1025
Alabama,"Fayette County, Alabama",2019,Crude Prevalence,6.8,16182.0,1057
Nebraska,"Rock County, Nebraska",2021,Crude Prevalence,9.6,1338.0,31149
Nebraska,"Sherman County, Nebraska",2021,Crude Prevalence,9.6,2965.0,31163
Louisiana,"Beauregard Parish, Louisiana",2019,Number,32.0,36547.0,22011
Louisiana,"Bienville Parish, Louisiana",2019,Number,32.0,13226.0,22013
Louisiana,"Bossier Parish, Louisiana",2019,Number,32.0,123272.0,22015
Louisiana,"Cameron Parish, Louisiana",2019,Number,32.0,6911.0,22023
Louisiana,"East Feliciana Parish, Louisiana",2019,Number,32.0,15908.0,22037
Louisiana,"St. John The Baptist Parish, Louisiana",2019,Number,32.0,42539.0,22095
Louisiana,"Plaquemines Parish, Louisiana",2019,Number,32.0,23005.0,22075
Louisiana,"Ouachita Parish, Louisiana",2019,Number,32.0,148815.0,22073
Louisiana,"Washington Parish, Louisiana",2019,Number,32.0,44436.0,22117
Louisiana,"St. Landry Parish, Louisiana",2019,Number,32.0,81523.0,22097
Louisiana,"Acadia Parish, Louisiana",2019,Number,32.0,61302.0,22001
Louisiana,"St. Mary Parish, Louisiana",2019,Number,32.0,50119.0,22101
Louisiana,"St. Tammany Parish, Louisiana",2019,Number,32.0,252532.0,22103
Louisiana,"Union Parish, Louisiana",2019,Number,32.0,21759.0,22111
Louisiana,"Caddo Parish, Louisiana",2019,Number,32.0,240872.0,22017
Louisiana,"Ascension Parish, Louisiana",2019,Number,32.0,122118.0,22005
Louisiana,"Lafayette Parish, Louisiana",2019,Number,32.0,236562.0,22055
Louisiana,"Iberia Parish, Louisiana",2019,Number,32.0,70829.0,22045
Louisiana,"Lincoln Parish, Louisiana",2019,Number,32.0,43993.0,22061
Louisiana,"St. Helena Parish, Louisiana",2019,Number,32.0,10125.0,22091
Louisiana,"Webster Parish, Louisiana",2019,Number,32.0,38265.0,22119
Louisiana,"De Soto Parish, Louisiana",2019,Number,32.0,27065.0,22031
Louisiana,"Iberville Parish, Louisiana",2019,Number,32.0,29497.0,22047
Louisiana,"Livingston Parish, Louisiana",2019,Number,32.0,137657.0,22063
Louisiana,"Morehouse Parish, Louisiana",2019,Number,32.0,24794.0,22067
Louisiana,"Orleans Parish, Louisiana",2019,Number,32.0,377695.0,22071
Louisiana,"Terrebonne Parish, Louisiana",2019,Number,32.0,110276.0,22109
Louisiana,"Calcasieu Parish, Louisiana",2019,Number,32.0,198097.0,22019
Louisiana,"Claiborne Parish, Louisiana",2019,Number,32.0,13772.0,22027
Louisiana,"Avoyelles Parish, Louisiana",2019,Number,32.0,36889.0,22009
Louisiana,"Jackson Parish, Louisiana",2019,Number,32.0,14597.0,22049
Louisiana,"Pointe Coupee Parish, Louisiana",2019,Number,32.0,21685.0,22077
Louisiana,"St. Charles Parish, Louisiana",2019,Number,32.0,52041.0,22089
Louisiana,"Lafourche Parish, Louisiana",2019,Number,32.0,95643.0,22057
Louisiana,"Tensas Parish, Louisiana",2019,Number,32.0,4542.0,22107
Louisiana,"Lasalle Parish, Louisiana",2019,Number,32.0,13512.0,22059
Maine,"Lincoln County, Maine",2019,Age-adjusted Rate,82.2,33626.0,23015
Maine,"Waldo County, Maine",2019,Age-adjusted Rate,82.2,38680.0,23027
Maine,"Piscataquis County, Maine",2019,Age-adjusted Rate,82.2,16407.0,23021
Maine,"Aroostook County, Maine",2019,Age-adjusted Rate,82.2,65559.0,23003
Maine,"Washington County, Maine",2019,Age-adjusted Rate,82.2,30417.0,23029
Maine,"Knox County, Maine",2019,Age-adjusted Rate,82.2,38159.0,23013
Maine,"Sagadahoc County, Maine",2019,Age-adjusted Rate,82.2,35133.0,23023
Maine,"Kennebec County, Maine",2019,Age-adjusted Rate,82.2,118001.0,23011
Maine,"Franklin County, Maine",2019,Age-adjusted Rate,82.2,28710.0,23007
Maine,"Hancock County, Maine",2019,Age-adjusted Rate,82.2,53103.0,23009
Maryland,"Baltimore City, Maryland",2019,Number,140.0,586821.0,24510
Maryland,"Somerset County, Maryland",2019,Number,140.0,19588.0,24039
Maryland,"Harford County, Maryland",2019,Number,140.0,249996.0,24025
Maryland,"Allegany County, Maryland",2019,Number,140.0,63314.0,24001
Nebraska,"Howard County, Nebraska",2021,Crude Prevalence,9.6,6388.0,31093
Nebraska,"Gosper County, Nebraska",2021,Crude Prevalence,9.6,1968.0,31073
Nebraska,"Sarpy County, Nebraska",2021,Crude Prevalence,9.6,179078.0,31153
Nebraska,"Boyd County, Nebraska",2021,Crude Prevalence,9.6,1898.0,31015
Nebraska,"Fillmore County, Nebraska",2021,Crude Prevalence,9.6,5318.0,31059
Nebraska,"Hooker County, Nebraska",2021,Crude Prevalence,9.6,659.0,31091
Nebraska,"Seward County, Nebraska",2021,Crude Prevalence,9.6,15704.0,31159
Nebraska,"Webster County, Nebraska",2021,Crude Prevalence,9.6,3438.0,31181
Nebraska,"Butler County, Nebraska",2021,Crude Prevalence,9.6,7824.0,31023
Nebraska,"Arthur County, Nebraska",2021,Crude Prevalence,9.6,427.0,31005
Nebraska,"Gage County, Nebraska",2021,Crude Prevalence,9.6,21117.0,31067
Nebraska,"Kearney County, Nebraska",2021,Crude Prevalence,9.6,6442.0,31099
Nebraska,"Madison County, Nebraska",2021,Crude Prevalence,9.6,34009.0,31119
Nebraska,"Phelps County, Nebraska",2021,Crude Prevalence,9.6,8798.0,31137
Nebraska,"Wayne County, Nebraska",2021,Crude Prevalence,9.6,8036.0,31179
Nebraska,"Knox County, Nebraska",2021,Crude Prevalence,9.6,8217.0,31107
Nebraska,"Merrick County, Nebraska",2021,Crude Prevalence,9.6,7625.0,31121
Nebraska,"Pawnee County, Nebraska",2021,Crude Prevalence,9.6,2610.0,31133
Nebraska,"Wheeler County, Nebraska",2021,Crude Prevalence,9.6,783.0,31183
Nevada,"Lander County, Nevada",2019,Number,30.0,5596.0,32015
Nevada,"Esmeralda County, Nevada",2019,Number,30.0,963.0,32009
Nevada,"Mineral County, Nevada",2019,Number,30.0,4388.0,32021
Nevada,"Lincoln County, Nevada",2019,Number,30.0,4604.0,32017
Nevada,"Washoe County, Nevada",2019,Number,30.0,451405.0,32031
Nevada,"Carson City, Nevada",2019,Number,30.0,52548.0,32510
New Hampshire,"Merrimack County, New Hampshire",2020,Age-adjusted Prevalence,7.5,143143.0,33013
New Hampshire,"Belknap County, New Hampshire",2020,Age-adjusted Prevalence,7.5,60025.0,33001
New Hampshire,"Strafford County, New Hampshire",2020,Age-adjusted Prevalence,7.5,119557.0,33017
New Jersey,"Monmouth County, New Jersey",2020,Age-adjusted Rate,74.2,615903.0,34025
New Jersey,"Sussex County, New Jersey",2020,Age-adjusted Rate,74.2,140194.0,34037
New Jersey,"Essex County, New Jersey",2020,Age-adjusted Rate,74.2,775667.0,34013
New Jersey,"Gloucester County, New Jersey",2020,Age-adjusted Rate,74.2,287224.0,34015
New Jersey,"Passaic County, New Jersey",2020,Age-adjusted Rate,74.2,496049.0,34031
New Jersey,"Bergen County, New Jersey",2020,Age-adjusted Rate,74.2,920046.0,34003
New Jersey,"Warren County, New Jersey",2020,Age-adjusted Rate,74.2,104274.0,34041
New Jersey,"Burlington County, New Jersey",2020,Age-adjusted Rate,74.2,433739.0,34005
New Mexico,"Luna County, New Mexico",2019,Number,809.0,23676.0,35029
New Mexico,"Taos County, New Mexico",2019,Number,809.0,32587.0,35055
New Mexico,"Colfax County, New Mexico",2019,Number,809.0,11574.0,35007
New Mexico,"Harding County, New Mexico",2019,Number,809.0,441.0,35021
New Mexico,"Quay County, New Mexico",2019,Number,809.0,8143.0,35037
Mississippi,"Noxubee County, Mississippi",2021,Crude Prevalence,14.4,10492.0,28103
Mississippi,"Tate County, Mississippi",2021,Crude Prevalence,14.4,26426.0,28137
Mississippi,"Panola County, Mississippi",2021,Crude Prevalence,14.4,33893.0,28107
Mississippi,"Yalobusha County, Mississippi",2021,Crude Prevalence,14.4,12159.0,28161
Iowa,"Winnebago County, Iowa",2019,Crude Prevalence,11.6,9860.0,19189
Iowa,"Shelby County, Iowa",2019,Crude Prevalence,11.6,11379.0,19165
Iowa,"Appanoose County, Iowa",2019,Crude Prevalence,11.6,12294.0,19007
Iowa,"Iowa County, Iowa",2019,Crude Prevalence,11.6,15876.0,19095
Iowa,"Page County, Iowa",2019,Crude Prevalence,11.6,14141.0,19145
Iowa,"Winneshiek County, Iowa",2019,Crude Prevalence,11.6,18014.0,19191
Iowa,"Pottawattamie County, Iowa",2019,Crude Prevalence,11.6,91022.0,19155
Iowa,"Marshall County, Iowa",2019,Crude Prevalence,11.6,38675.0,19127
Iowa,"Boone County, Iowa",2019,Crude Prevalence,11.6,25917.0,19015
Iowa,"Buena Vista County, Iowa",2019,Crude Prevalence,11.6,19037.0,19021
Iowa,"Howard County, Iowa",2019,Crude Prevalence,11.6,8994.0,19089
Iowa,"Guthrie County, Iowa",2019,Crude Prevalence,11.6,10532.0,19077
Iowa,"Humboldt County, Iowa",2019,Crude Prevalence,11.6,9419.0,19091
Iowa,"Madison County, Iowa",2019,Crude Prevalence,11.6,15791.0,19121
Puerto Rico,"Guaynabo Municipio, Puerto Rico",2019,Crude Prevalence,14.5,86529.0,72061
Puerto Rico,"Fajardo Municipio, Puerto Rico",2019,Crude Prevalence,14.5,30988.0,72053
Puerto Rico,"Aguas Buenas Municipio, Puerto Rico",2019,Crude Prevalence,14.5,25600.0,72007
Puerto Rico,"Hatillo Municipio, Puerto Rico",2019,Crude Prevalence,14.5,39845.0,72065
Puerto Rico,"Santa Isabel Municipio, Puerto Rico",2019,Crude Prevalence,14.5,21757.0,72133
Puerto Rico,"Mayagüez Municipio, Puerto Rico",2019,Crude Prevalence,14.5,74251.0,72097
Puerto Rico,"Río Grande Municipio, Puerto Rico",2019,Crude Prevalence,14.5,49068.0,72119
Puerto Rico,"Añasco Municipio, Puerto Rico",2019,Crude Prevalence,14.5,26783.0,72011
Puerto Rico,"Cataño Municipio, Puerto Rico",2019,Crude Prevalence,14.5,24250.0,72033
Puerto Rico,"Guánica Municipio, Puerto Rico",2019,Crude Prevalence,14.5,16280.0,72055
Puerto Rico,"Loíza Municipio, Puerto Rico",2019,Crude Prevalence,14.5,25746.0,72087
Puerto Rico,"Las Piedras Municipio, Puerto Rico",2019,Crude Prevalence,14.5,37412.0,72085
Puerto Rico,"Vega Baja Municipio, Puerto Rico",2019,Crude Prevalence,14.5,51983.0,72145
Arkansas,"Lafayette County, Arkansas",2021,Crude Prevalence,24.8,6644.0,5073
Arkansas,"Phillips County, Arkansas",2021,Crude Prevalence,24.8,18420.0,5107
Arkansas,"Yell County, Arkansas",2021,Crude Prevalence,24.8,21161.0,5149
Arkansas,"Bradley County, Arkansas",2021,Crude Prevalence,24.8,10780.0,5011
Arkansas,"Polk County, Arkansas",2021,Crude Prevalence,24.8,19949.0,5113
Arkansas,"Ouachita County, Arkansas",2021,Crude Prevalence,24.8,23430.0,5103
Arkansas,"Little River County, Arkansas",2021,Crude Prevalence,24.8,12098.0,5081
Arkansas,"Miller County, Arkansas",2021,Crude Prevalence,24.8,42154.0,5091
Arkansas,"White County, Arkansas",2021,Crude Prevalence,24.8,74839.0,5145
California,"Lake County, California",2019,Age-adjusted Prevalence,15.0,63157.0,6033
California,"Yuba County, California",2019,Age-adjusted Prevalence,15.0,74761.0,6115
California,"Lassen County, California",2019,Age-adjusted Prevalence,15.0,21010.0,6035
California,"Sonoma County, California",2019,Age-adjusted Prevalence,15.0,492490.0,6097
California,"Imperial County, California",2019,Age-adjusted Prevalence,15.0,170621.0,6025
California,"Alameda County, California",2019,Age-adjusted Prevalence,15.0,1630291.0,6001
California,"Napa County, California",2019,Age-adjusted Prevalence,15.0,136360.0,6055
California,"Sierra County, California",2019,Age-adjusted Prevalence,15.0,3013.0,6091
California,"Yolo County, California",2019,Age-adjusted Prevalence,15.0,209222.0,6113
California,"Nevada County, California",2019,Age-adjusted Prevalence,15.0,98185.0,6057
California,"Mendocino County, California",2019,Age-adjusted Prevalence,15.0,85684.0,6045
California,"Los Angeles County, California",2019,Age-adjusted Prevalence,15.0,9928773.0,6037
California,"Santa Clara County, California",2019,Age-adjusted Prevalence,15.0,1896320.0,6085
California,"Siskiyou County, California",2019,Age-adjusted Prevalence,15.0,43074.0,6093
California,"Del Norte County, California",2019,Age-adjusted Prevalence,15.0,24448.0,6015
Colorado,"Chaffee County, Colorado",2020,Number,35.0,18213.0,8015
Colorado,"Garfield County, Colorado",2020,Number,35.0,58115.0,8045
Colorado,"Jefferson County, Colorado",2020,Number,35.0,565382.0,8059
Colorado,"Rio Blanco County, Colorado",2020,Number,35.0,6026.0,8103
Colorado,"Conejos County, Colorado",2020,Number,35.0,8089.0,8021
Colorado,"Adams County, Colorado",2020,Number,35.0,499315.0,8001
Colorado,"Eagle County, Colorado",2020,Number,35.0,54401.0,8037
Colorado,"Moffat County, Colorado",2020,Number,35.0,13003.0,8081
Colorado,"Cheyenne County, Colorado",2020,Number,35.0,1983.0,8017
Alabama,"Montgomery County, Alabama",2019,Crude Prevalence,6.8,219309.0,1101
Alabama,"Marshall County, Alabama",2019,Crude Prevalence,6.8,94283.0,1095
Alabama,"Blount County, Alabama",2019,Crude Prevalence,6.8,57108.0,1009
Alabama,"Henry County, Alabama",2019,Crude Prevalence,6.8,16752.0,1067
Alabama,"Madison County, Alabama",2019,Crude Prevalence,6.8,352884.0,1089
Alabama,"Autauga County, Alabama",2019,Crude Prevalence,6.8,54922.0,1001
Alabama,"Tallapoosa County, Alabama",2019,Crude Prevalence,6.8,39978.0,1123
Alabama,"Geneva County, Alabama",2019,Crude Prevalence,6.8,26092.0,1061
Alabama,"Wilcox County, Alabama",2019,Crude Prevalence,6.8,10352.0,1131
Alaska,"Aleutians West Census Area, Alaska",2019,Crude Prevalence,43.7,5454.0,2016
Alaska,"Bristol Bay Borough, Alaska",2019,Crude Prevalence,43.7,850.0,2060
Alaska,"Kodiak Island Borough, Alaska",2019,Crude Prevalence,43.7,13195.0,2150
Alaska,"Northwest Arctic Borough, Alaska",2019,Crude Prevalence,43.7,7641.0,2188
Tennessee,"Mcminn County, Tennessee",2020,Age-adjusted Prevalence,17.9,51553.0,47107
Tennessee,"Marshall County, Tennessee",2020,Age-adjusted Prevalence,17.9,32476.0,47117
Tennessee,"Rhea County, Tennessee",2020,Age-adjusted Prevalence,17.9,31711.0,47143
Tennessee,"Scott County, Tennessee",2020,Age-adjusted Prevalence,17.9,21436.0,47151
Tennessee,"Anderson County, Tennessee",2020,Age-adjusted Prevalence,17.9,74552.0,47001
Tennessee,"Fentress County, Tennessee",2020,Age-adjusted Prevalence,17.9,17752.0,47049
Tennessee,"Gibson County, Tennessee",2020,Age-adjusted Prevalence,17.9,48004.0,47053
Tennessee,"Hardeman County, Tennessee",2020,Age-adjusted Prevalence,17.9,21443.0,47069
Tennessee,"Loudon County, Tennessee",2020,Age-adjusted Prevalence,17.9,51857.0,47105
Tennessee,"Rutherford County, Tennessee",2020,Age-adjusted Prevalence,17.9,310239.0,47149
Tennessee,"Smith County, Tennessee",2020,Age-adjusted Prevalence,17.9,19481.0,47159
Tennessee,"Wilson County, Tennessee",2020,Age-adjusted Prevalence,17.9,135018.0,47189
Tennessee,"Unicoi County, Tennessee",2020,Age-adjusted Prevalence,17.9,17398.0,47171
New Mexico,"Lincoln County, New Mexico",2019,Number,809.0,19170.0,35027
New Mexico,"Chaves County, New Mexico",2019,Number,809.0,63174.0,35005
New Mexico,"Lea County, New Mexico",2019,Number,809.0,67623.0,35025
New Mexico,"Santa Fe County, New Mexico",2019,Number,809.0,146734.0,35049
New Mexico,"Union County, New Mexico",2019,Number,809.0,3452.0,35059
New Mexico,"Sierra County, New Mexico",2019,Number,809.0,10690.0,35051
New Mexico,"Socorro County, New Mexico",2019,Number,809.0,16254.0,35053
New Mexico,"Roosevelt County, New Mexico",2019,Number,809.0,17763.0,35041
New Mexico,"Doña Ana County, New Mexico",2019,Number,809.0,210408.0,35013
New Mexico,"Los Alamos County, New Mexico",2019,Number,809.0,18540.0,35028
New Mexico,"Rio Arriba County, New Mexico",2019,Number,809.0,38887.0,35039
New Mexico,"San Miguel County, New Mexico",2019,Number,809.0,26173.0,35047
New Mexico,"Valencia County, New Mexico",2019,Number,809.0,74184.0,35061
New Mexico,"Torrance County, New Mexico",2019,Number,809.0,15148.0,35057
New Mexico,"Bernalillo County, New Mexico",2019,Number,809.0,669297.0,35001
New Mexico,"Otero County, New Mexico",2019,Number,809.0,62503.0,35035
New Mexico,"Cibola County, New Mexico",2019,Number,809.0,25489.0,35006
New Mexico,"De Baca County, New Mexico",2019,Number,809.0,2015.0,35011
New Mexico,"Guadalupe County, New Mexico",2019,Number,809.0,3650.0,35019
New Mexico,"Catron County, New Mexico",2019,Number,809.0,3472.0,35003
New York,"Bronx County, New York",2019,Number,6787.0,1400341.0,36005
New York,"Onondaga County, New York",2019,Number,6787.0,443667.0,36067
New York,"Clinton County, New York",2019,Number,6787.0,72677.0,36019
New York,"Seneca County, New York",2019,Number,6787.0,31431.0,36099
New York,"Putnam County, New York",2019,Number,6787.0,97312.0,36079
New York,"Herkimer County, New York",2019,Number,6787.0,60914.0,36043
New York,"Ontario County, New York",2019,Number,6787.0,106104.0,36069
New York,"Steuben County, New York",2019,Number,6787.0,94727.0,36101
New York,"Hamilton County, New York",2019,Number,6787.0,4479.0,36041
New York,"Chautauqua County, New York",2019,Number,6787.0,123076.0,36013
New York,"Kings County, New York",2019,Number,6787.0,2564539.0,36047
New York,"Tioga County, New York",2019,Number,6787.0,48253.0,36107
New York,"Orleans County, New York",2019,Number,6787.0,38089.0,36073
New York,"Saratoga County, New York",2019,Number,6787.0,224972.0,36091
New York,"Columbia County, New York",2019,Number,6787.0,58561.0,36021
New York,"Lewis County, New York",2019,Number,6787.0,26270.0,36049
New York,"Westchester County, New York",2019,Number,6787.0,945745.0,36119
New York,"Delaware County, New York",2019,Number,6787.0,42647.0,36025
New York,"Montgomery County, New York",2019,Number,6787.0,48265.0,36057
New York,"Richmond County, New York",2019,Number,6787.0,468810.0,36085
New York,"St. Lawrence County, New York",2019,Number,6787.0,96981.0,36089
New York,"Tompkins County, New York",2019,Number,6787.0,89120.0,36109
New York,"Warren County, New York",2019,Number,6787.0,63306.0,36113
New York,"Cortland County, New York",2019,Number,6787.0,44338.0,36023
New York,"Dutchess County, New York",2019,Number,6787.0,277234.0,36027
Wyoming,"Platte County, Wyoming",2019,Age-adjusted Prevalence,6.6,8466.0,56031
Wyoming,"Sheridan County, Wyoming",2019,Age-adjusted Prevalence,6.6,29274.0,56033
Wyoming,"Big Horn County, Wyoming",2019,Age-adjusted Prevalence,6.6,11598.0,56003
Wyoming,"Crook County, Wyoming",2019,Age-adjusted Prevalence,6.6,7374.0,56011
Wyoming,"Park County, Wyoming",2019,Age-adjusted Prevalence,6.6,28535.0,56029
Wyoming,"Albany County, Wyoming",2019,Age-adjusted Prevalence,6.6,35944.0,56001
Wyoming,"Carbon County, Wyoming",2019,Age-adjusted Prevalence,6.6,14449.0,56007
Wyoming,"Goshen County, Wyoming",2019,Age-adjusted Prevalence,6.6,12608.0,56015
Wyoming,"Uinta County, Wyoming",2019,Age-adjusted Prevalence,6.6,20259.0,56041
Wyoming,"Washakie County, Wyoming",2019,Age-adjusted Prevalence,6.6,7853.0,56043
Wyoming,"Hot Springs County, Wyoming",2019,Age-adjusted Prevalence,6.6,4492.0,56017
Wyoming,"Fremont County, Wyoming",2019,Age-adjusted Prevalence,6.6,38864.0,56013
Wyoming,"Sublette County, Wyoming",2019,Age-adjusted Prevalence,6.6,9841.0,56035
Wyoming,"Weston County, Wyoming",2019,Age-adjusted Prevalence,6.6,6709.0,56045
Puerto Rico,"Aibonito Municipio, Puerto Rico",2019,Crude Prevalence,14.5,22974.0,72009
Puerto Rico,"Juncos Municipio, Puerto Rico",2019,Crude Prevalence,14.5,38718.0,72077
Puerto Rico,"Lajas Municipio, Puerto Rico",2019,Crude Prevalence,14.5,22789.0,72079
Puerto Rico,"Adjuntas Municipio, Puerto Rico",2019,Crude Prevalence,14.5,17837.0,72001
Puerto Rico,"Camuy Municipio, Puerto Rico",2019,Crude Prevalence,14.5,31500.0,72027
Puerto Rico,"Naguabo Municipio, Puerto Rico",2019,Crude Prevalence,14.5,25982.0,72103
Puerto Rico,"Naranjito Municipio, Puerto Rico",2019,Crude Prevalence,14.5,28056.0,72105
Puerto Rico,"Arecibo Municipio, Puerto Rico",2019,Crude Prevalence,14.5,84713.0,72013
Puerto Rico,"Arroyo Municipio, Puerto Rico",2019,Crude Prevalence,14.5,17791.0,72015
Puerto Rico,"Quebradillas Municipio, Puerto Rico",2019,Crude Prevalence,14.5,23585.0,72115
Puerto Rico,"Guayama Municipio, Puerto Rico",2019,Crude Prevalence,14.5,38730.0,72057
Puerto Rico,"Culebra Municipio, Puerto Rico",2019,Crude Prevalence,14.5,1291.0,72049
Puerto Rico,"Gurabo Municipio, Puerto Rico",2019,Crude Prevalence,14.5,46698.0,72063
Puerto Rico,"Barceloneta Municipio, Puerto Rico",2019,Crude Prevalence,14.5,24069.0,72017
Puerto Rico,"Yauco Municipio, Puerto Rico",2019,Crude Prevalence,14.5,35228.0,72153
Puerto Rico,"Aguadilla Municipio, Puerto Rico",2019,Crude Prevalence,14.5,51651.0,72005
Puerto Rico,"Cabo Rojo Municipio, Puerto Rico",2019,Crude Prevalence,14.5,48273.0,72023
Puerto Rico,"Patillas Municipio, Puerto Rico",2019,Crude Prevalence,14.5,16929.0,72109
Puerto Rico,"Villalba Municipio, Puerto Rico",2019,Crude Prevalence,14.5,22263.0,72149
